Video Name,Judges,Primary Factors,,,,Control Factors,,,Assesment Score,,,
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,0.5,0.5,4.8,68.57142857,,
E04_P17_AL_VML_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,79.52380952,79.52
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,0.5,4.9,70,,
E04_P17_AR_VML_GM,Dr Mamun Mahmud,1,1,0,0.8,1,1,1,5.8,82.85714286,78.0952381,78.1
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,0.5,0.5,4.8,68.57142857,,
E04_P17_AF_VO_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,81.9047619,81.9
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E04_P17_AL_VO_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,81.9047619,81.9
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E04_P17_AR_VO_GM,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,81.9047619,81.9
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E04_P18_AF_VFL_GM,Dr Mamun Mahmud,1,1,0,0.3,1,1,1,5.3,75.71428571,75.71428571,75.71
,Dr Abid Hasan Khan,1,1,0,0.3,1,1,1,5.3,75.71428571,,
,Dr Rayhan Islam,1,1,0,0.3,1,1,1,5.3,75.71428571,,
E04_P18_AL_VFL_GM,Dr Mamun Mahmud,1,1,0,0.3,1,1,1,5.3,75.71428571,75.71428571,75.71
,Dr Abid Hasan Khan,1,1,0,0.3,1,1,1,5.3,75.71428571,,
,Dr Rayhan Islam,1,1,0,0.3,1,1,1,5.3,75.71428571,,
E04_P18_AR_VFL_GM,Dr Mamun Mahmud,1,1,0,0.3,1,1,1,5.3,75.71428571,75.71428571,75.71
,Dr Abid Hasan Khan,1,1,0,0.3,1,1,1,5.3,75.71428571,,
,Dr Rayhan Islam,1,1,0,0.3,1,1,1,5.3,75.71428571,,
E04_P18_AF_VHJ_GM,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P18_AL_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,71.9047619,71.9
,Dr Abid Hasan Khan,1,1,0,0.2,1,0.5,1,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P18_AR_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,71.9047619,71.9
,Dr Abid Hasan Khan,1,1,0,0.2,1,0.5,1,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P18_AF_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.5,1,1,1,5.5,78.57142857,76.19047619,76.19
,Dr Abid Hasan Khan,1,1,0,0.5,1,0.5,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,1,5.5,78.57142857,,
E04_P18_AL_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,70.47619048,70.48
,Dr Abid Hasan Khan,1,1,0,0.1,1,0.5,1,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,1,5.1,72.85714286,,
E04_P18_AR_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,71.9047619,71.9
,Dr Abid Hasan Khan,1,1,0,0.2,1,0.5,1,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P18_AF_VLL_GM,Dr Mamun Mahmud,1,1,0,0.4,1,1,1,5.4,77.14285714,77.14285714,77.14
,Dr Abid Hasan Khan,1,1,0,0.4,1,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,1,5.4,77.14285714,,
E04_P18_AL_VLL_GM,Dr Mamun Mahmud,1,1,0,0.3,1,1,1,5.3,75.71428571,75.71428571,75.71
,Dr Abid Hasan Khan,1,1,0,0.3,1,1,1,5.3,75.71428571,,
,Dr Rayhan Islam,1,1,0,0.3,1,1,1,5.3,75.71428571,,
E04_P18_AR_VLL_GM,Dr Mamun Mahmud,1,1,0,0.5,1,1,1,5.5,78.57142857,78.57142857,78.57
,Dr Abid Hasan Khan,1,1,0,0.5,1,1,1,5.5,78.57142857,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,1,5.5,78.57142857,,
E04_P18_AF_VML_GM,Dr Mamun Mahmud,1,1,0,0.4,1,0.5,1,4.9,70,67.61904762,67.62
,Dr Abid Hasan Khan,1,1,0,0.4,1,0.5,1,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.4,1,0.5,0.5,4.4,62.85714286,,
E04_P18_AL_VML_GM,Dr Mamun Mahmud,1,1,0,0.4,1,0.5,1,4.9,70,67.61904762,67.62
,Dr Abid Hasan Khan,1,1,0,0.4,1,0.5,1,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.4,1,0.5,0.5,4.4,62.85714286,,
E04_P18_AR_VML_GM,Dr Mamun Mahmud,1,1,0,0.4,1,0.5,1,4.9,70,67.61904762,67.62
,Dr Abid Hasan Khan,1,1,0,0.4,1,0.5,1,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.4,1,0.5,0.5,4.4,62.85714286,,
E04_P18_AF_VO_GM,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,67.14285714,67.14
,Dr Abid Hasan Khan,1,1,0,0.2,1,0.5,1,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.2,1,0.5,0.5,4.2,60,,
E04_P18_AL_VO_GM,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,65.71428571,65.71
,Dr Abid Hasan Khan,1,1,0,0.1,1,0.5,1,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.1,1,0.5,0.5,4.1,58.57142857,,
E04_P18_AR_VO_GM,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,65.71428571,65.71
,Dr Abid Hasan Khan,1,1,0,0.1,1,0.5,1,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.1,1,0.5,0.5,4.1,58.57142857,,
E04_P19_AF_VFL_GM,Dr Mamun Mahmud,1,1,0,0.7,1,1,1,5.7,81.42857143,79.04761905,79.05
,Dr Abid Hasan Khan,1,1,0,0.7,1,1,1,5.7,81.42857143,,
,Dr Rayhan Islam,1,1,0,0.7,1,0.5,1,5.2,74.28571429,,
E04_P19_AL_VFL_GM,Dr Mamun Mahmud,1,1,0,0.5,1,1,1,5.5,78.57142857,76.19047619,76.19
,Dr Abid Hasan Khan,1,1,0,0.5,1,1,1,5.5,78.57142857,,
,Dr Rayhan Islam,1,1,0,0.5,1,0.5,1,5,71.42857143,,
E04_P19_AR_VFL_GM,Dr Mamun Mahmud,1,1,0,0.4,1,1,1,5.4,77.14285714,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.4,1,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.4,1,0.5,1,4.9,70,,
E04_P19_AF_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.5,1,1,1,5.5,78.57142857,78.57142857,78.57
,Dr Abid Hasan Khan,1,1,0,0.5,1,1,1,5.5,78.57142857,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,1,5.5,78.57142857,,
E04_P19_AL_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.5,1,1,1,5.5,78.57142857,78.57142857,78.57
,Dr Abid Hasan Khan,1,1,0,0.5,1,1,1,5.5,78.57142857,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,1,5.5,78.57142857,,
E04_P19_AR_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.5,1,1,1,5.5,78.57142857,78.57142857,78.57
,Dr Abid Hasan Khan,1,1,0,0.5,1,1,1,5.5,78.57142857,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,1,5.5,78.57142857,,
E04_P19_AF_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.3,1,1,1,5.3,75.71428571,75.71428571,75.71
,Dr Abid Hasan Khan,1,1,0,0.3,1,1,1,5.3,75.71428571,,
,Dr Rayhan Islam,1,1,0,0.3,1,1,1,5.3,75.71428571,,
E04_P19_AL_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.6,1,1,1,5.6,80,80,80
,Dr Abid Hasan Khan,1,1,0,0.6,1,1,1,5.6,80,,
,Dr Rayhan Islam,1,1,0,0.6,1,1,1,5.6,80,,
E04_P19_AR_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.4,1,1,1,5.4,77.14285714,77.14285714,77.14
,Dr Abid Hasan Khan,1,1,0,0.4,1,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,1,5.4,77.14285714,,
E04_P19_AF_VLL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E04_P19_AL_VLL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E04_P19_AR_VLL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E04_P19_AF_VML_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,97.61904762,97.62
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,0.5,1,6.5,92.85714286,,
E04_P19_AL_VML_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,97.61904762,97.62
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,0.5,1,6.5,92.85714286,,
E04_P19_AR_VML_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,97.61904762,97.62
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,0.5,1,6.5,92.85714286,,
E04_P19_AF_VO_GM,Dr Mamun Mahmud,1,1,0,0,0.5,1,1,4.5,64.28571429,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P19_AL_VO_GM,Dr Mamun Mahmud,1,1,0,0.2,0.5,1,1,4.7,67.14285714,71.9047619,71.9
,Dr Abid Hasan Khan,1,1,0,0.2,1,1,1,5.2,74.28571429,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P19_AR_VO_GM,Dr Mamun Mahmud,1,1,0,0.1,0.5,1,1,4.6,65.71428571,70.47619048,70.48
,Dr Abid Hasan Khan,1,1,0,0.1,1,1,1,5.1,72.85714286,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,1,5.1,72.85714286,,
E04_P20_AF_VFL_GM,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,71.9047619,71.9
,Dr Abid Hasan Khan,1,1,0,0.2,1,0.5,1,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P20_AL_VFL_GM,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,70.47619048,70.48
,Dr Abid Hasan Khan,1,1,0,0.1,1,0.5,1,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,1,5.1,72.85714286,,
E04_P20_AR_VFL_GM,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,70.47619048,70.48
,Dr Abid Hasan Khan,1,1,0,0.1,1,0.5,1,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,1,5.1,72.85714286,,
E04_P20_AF_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.2,0.5,1,1,4.7,67.14285714,67.14285714,67.14
,Dr Abid Hasan Khan,1,1,0,0.2,1,0.5,1,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.2,0.5,1,1,4.7,67.14285714,,
E04_P20_AL_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.2,0.5,1,1,4.7,67.14285714,67.14285714,67.14
,Dr Abid Hasan Khan,1,1,0,0.2,1,0.5,1,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.2,0.5,1,1,4.7,67.14285714,,
E04_P20_AR_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.1,0.5,1,1,4.6,65.71428571,65.71428571,65.71
,Dr Abid Hasan Khan,1,1,0,0.1,1,0.5,1,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.1,0.5,1,1,4.6,65.71428571,,
E04_P20_AF_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.3,1,1,1,5.3,75.71428571,73.33333333,73.33
,Dr Abid Hasan Khan,1,1,0,0.3,1,0.5,1,4.8,68.57142857,,
,Dr Rayhan Islam,1,1,0,0.3,1,1,1,5.3,75.71428571,,
E04_P20_AL_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.3,1,1,1,5.3,75.71428571,73.33333333,73.33
,Dr Abid Hasan Khan,1,1,0,0.3,1,0.5,1,4.8,68.57142857,,
,Dr Rayhan Islam,1,1,0,0.3,1,1,1,5.3,75.71428571,,
E04_P20_AR_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,70.47619048,70.48
,Dr Abid Hasan Khan,1,1,0,0.1,1,0.5,1,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,1,5.1,72.85714286,,
E04_P20_AF_VLL_GM,Dr Mamun Mahmud,1,1,0,0.2,1,0.5,1,4.7,67.14285714,69.52380952,69.52
,Dr Abid Hasan Khan,1,1,0,0.2,1,0.5,1,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P20_AL_VLL_GM,Dr Mamun Mahmud,1,1,0,0.1,1,0.5,1,4.6,65.71428571,68.0952381,68.1
,Dr Abid Hasan Khan,1,1,0,0.1,1,0.5,1,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,1,5.1,72.85714286,,
E04_P20_AR_VLL_GM,Dr Mamun Mahmud,1,1,0,0.1,1,0.5,1,4.6,65.71428571,67.61904762,67.62
,Dr Abid Hasan Khan,1,1,0,0.1,1,0.5,1,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P20_AF_VML_GM,Dr Mamun Mahmud,1,1,0,0,0.5,1,1,4.5,64.28571429,64.28571429,64.29
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,0.5,1,1,4.5,64.28571429,,
E04_P20_AL_VML_GM,Dr Mamun Mahmud,1,1,0,0,0.5,1,1,4.5,64.28571429,64.28571429,64.29
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,0.5,1,1,4.5,64.28571429,,
E04_P20_AR_VML_GM,Dr Mamun Mahmud,1,1,0,0,0.5,1,1,4.5,64.28571429,64.28571429,64.29
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,0.5,1,1,4.5,64.28571429,,
E04_P20_AF_VO_GM,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P20_AL_VO_GM,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P20_AR_VO_GM,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P21_AF_VFL_GM,Dr Mamun Mahmud,1,1,0,0.6,1,1,1,5.6,80,80,80
,Dr Abid Hasan Khan,1,1,0,0.6,1,1,1,5.6,80,,
,Dr Rayhan Islam,1,1,0,0.6,1,1,1,5.6,80,,
E04_P21_AL_VFL_GM,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,72.85714286,72.86
,Dr Abid Hasan Khan,1,1,0,0.1,1,1,1,5.1,72.85714286,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,1,5.1,72.85714286,,
E04_P21_AR_VFL_GM,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,71.42857143,71.43
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P21_AF_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.5,0.5,1,1,5,71.42857143,71.42857143,71.43
,Dr Abid Hasan Khan,1,1,0,0.5,1,0,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,1,5.5,78.57142857,,
E04_P21_AL_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.5,0.5,1,1,5,71.42857143,71.42857143,71.43
,Dr Abid Hasan Khan,1,1,0,0.5,1,0,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,1,5.5,78.57142857,,
E04_P21_AR_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.5,0.5,1,1,5,71.42857143,71.42857143,71.43
,Dr Abid Hasan Khan,1,1,0,0.5,1,0,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,1,5.5,78.57142857,,
E04_P21_AF_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.4,1,1,1,5.4,77.14285714,77.14285714,77.14
,Dr Abid Hasan Khan,1,1,0,0.4,1,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,1,5.4,77.14285714,,
E04_P21_AL_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,74.28571429,74.29
,Dr Abid Hasan Khan,1,1,0,0.2,1,1,1,5.2,74.28571429,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P21_AR_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,74.28571429,74.29
,Dr Abid Hasan Khan,1,1,0,0.2,1,1,1,5.2,74.28571429,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E04_P21_AF_VLL_GM,Dr Mamun Mahmud,1,1,0,0.6,1,1,1,5.6,80,80,80
,Dr Abid Hasan Khan,1,1,0,0.6,1,1,1,5.6,80,,
,Dr Rayhan Islam,1,1,0,0.6,1,1,1,5.6,80,,
E04_P21_AL_VLL_GM,Dr Mamun Mahmud,1,1,0,0.5,1,1,1,5.5,78.57142857,78.57142857,78.57
,Dr Abid Hasan Khan,1,1,0,0.5,1,1,1,5.5,78.57142857,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,1,5.5,78.57142857,,
E04_P21_AR_VLL_GM,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,72.85714286,72.86
,Dr Abid Hasan Khan,1,1,0,0.1,1,1,1,5.1,72.85714286,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,1,5.1,72.85714286,,
E04_P21_AF_VML_GM,Dr Mamun Mahmud,1,1,0,0.5,1,1,1,5.5,78.57142857,76.19047619,76.19
,Dr Abid Hasan Khan,1,1,0,0.5,1,0.5,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,1,5.5,78.57142857,,
E04_P21_AL_VML_GM,Dr Mamun Mahmud,1,1,0,0.8,1,1,1,5.8,82.85714286,80.47619048,80.48
,Dr Abid Hasan Khan,1,1,0,0.8,1,0.5,1,5.3,75.71428571,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E04_P21_AR_VML_GM,Dr Mamun Mahmud,1,1,0,0.4,1,1,1,5.4,77.14285714,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.4,1,0.5,1,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,1,5.4,77.14285714,,
E04_P21_AF_VO_GM,Dr Mamun Mahmud,1,1,0,0.4,1,1,1,5.4,77.14285714,72.38095238,72.38
,Dr Abid Hasan Khan,1,1,0,0.4,1,0.5,1,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,0.5,4.9,70,,
E04_P21_AL_VO_GM,Dr Mamun Mahmud,1,1,0,0.6,1,1,1,5.6,80,75.23809524,75.24
,Dr Abid Hasan Khan,1,1,0,0.6,1,0.5,1,5.1,72.85714286,,
,Dr Rayhan Islam,1,1,0,0.6,1,1,0.5,5.1,72.85714286,,
E04_P21_AR_VO_GM,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,69.52380952,69.52
,Dr Abid Hasan Khan,1,1,0,0.2,1,0.5,1,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,0.5,4.7,67.14285714,,
E04_P22_AF_VFL_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0.5,1,4,57.14285714,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P22_AL_VFL_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0.5,1,4,57.14285714,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P22_AR_VFL_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0.5,1,4,57.14285714,69.52380952,69.52
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0.6,1,1,1,5.6,80,,
E04_P22_AF_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.6,1,0.5,1,5.1,72.85714286,75.23809524,75.24
,Dr Abid Hasan Khan,1,1,0,0.6,1,0.5,1,5.1,72.85714286,,
,Dr Rayhan Islam,1,1,0,0.6,1,1,1,5.6,80,,
E04_P22_AL_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.6,1,0.5,1,5.1,72.85714286,75.23809524,75.24
,Dr Abid Hasan Khan,1,1,0,0.6,1,0.5,1,5.1,72.85714286,,
,Dr Rayhan Islam,1,1,0,0.6,1,1,1,5.6,80,,
E04_P22_AR_VHJ_GM,Dr Mamun Mahmud,1,1,0,0.6,1,0.5,1,5.1,72.85714286,75.23809524,75.24
,Dr Abid Hasan Khan,1,1,0,0.6,1,0.5,1,5.1,72.85714286,,
,Dr Rayhan Islam,1,1,0,0.6,1,1,1,5.6,80,,
E04_P22_AF_VLJ_GM,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P22_AL_VLJ_GM,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P22_AR_VLJ_GM,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,69.04761905,69.05
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P22_AF_VLL_GM,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E04_P22_AL_VLL_GM,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E04_P22_AR_VLL_GM,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E04_P22_AF_VML_GM,Dr Mamun Mahmud,1,1,0,0.8,1,1,1,5.8,82.85714286,82.85714286,82.86
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E04_P22_AL_VML_GM,Dr Mamun Mahmud,1,1,0,0.4,1,1,1,5.4,77.14285714,77.14285714,77.14
,Dr Abid Hasan Khan,1,1,0,0.4,1,1,1,5.4,77.14285714,,
,Dr Rayhan Islam,1,1,0,0.4,1,1,1,5.4,77.14285714,,
E04_P22_AR_VML_GM,Dr Mamun Mahmud,1,1,0,0.6,1,1,1,5.6,80,80,80
,Dr Abid Hasan Khan,1,1,0,0.6,1,1,1,5.6,80,,
,Dr Rayhan Islam,1,1,0,0.6,1,1,1,5.6,80,,
E04_P22_AF_VO_GM,Dr Mamun Mahmud,1,1,0,0,0.5,1,1,4.5,64.28571429,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0,0.5,1,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P22_AL_VO_GM,Dr Mamun Mahmud,1,1,0,0,0.5,1,1,4.5,64.28571429,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0,0.5,1,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E04_P22_AR_VO_GM,Dr Mamun Mahmud,1,1,0,0,0.5,1,1,4.5,64.28571429,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0,0.5,1,1,4.5,64.28571429,,
